//U6O MapEdit Full Export V1.23
//house costs
patchx=0; patchy=0; //always 0 so far

housenumber=65535;//Non house tiles
BTset(1198,919,110);
BTset(1199,919,108);
BTset(1200,919,111);
BTset(1201,919,108);
BTset(1202,919,108);
BTset(1203,919,108);
BTset(1204,919,108);
BTset(1205,919,111);
BTset(1206,919,108);
BTset(1207,919,108);
BTset(1208,919,108);
BTset(1209,919,108);
BTset(1210,919,110);
BTset(1211,919,111);
BTset(1212,919,109);
BTset(1213,919,109);
BTset(1214,919,251);
BTset(1215,919,242);
BTset(1024,920,145);
BTset(1025,920,210);
BTset(1026,920,210);
BTset(1027,920,210);
BTset(1028,920,210);
BTset(1029,920,210);
BTset(1030,920,210);
BTset(1031,920,157);
BTset(1032,920,144);
BTset(1033,920,144);
BTset(1034,920,144);
BTset(1035,920,144);
BTset(1036,920,144);
BTset(1037,920,144);
BTset(1038,920,144);
BTset(1039,920,144);
BTset(1040,920,144);
BTset(1041,920,144);
BTset(1042,920,144);
BTset(1043,920,144);
BTset(1044,920,144);
BTset(1045,920,144);
BTset(1046,920,144);
BTset(1047,920,144);
BTset(1048,920,144);
BTset(1049,920,144);
BTset(1050,920,144);
BTset(1051,920,144);
BTset(1052,920,144);
BTset(1053,920,144);
BTset(1054,920,146);
BTset(1055,920,144);
BTset(1056,920,144);
BTset(1057,920,144);
BTset(1058,920,144);
BTset(1059,920,144);
BTset(1060,920,144);
BTset(1061,920,144);
BTset(1062,920,144);
BTset(1063,920,144);
BTset(1064,920,144);
BTset(1065,920,144);
BTset(1066,920,144);
BTset(1067,920,144);
BTset(1068,920,144);
BTset(1069,920,144);
BTset(1070,920,144);
BTset(1071,920,144);
BTset(1072,920,144);
BTset(1073,920,144);
BTset(1074,920,144);
BTset(1075,920,144);
BTset(1076,920,144);
BTset(1077,920,144);
BTset(1078,920,144);
BTset(1079,920,144);
BTset(1080,920,144);
BTset(1081,920,144);
BTset(1082,920,144);
BTset(1083,920,144);
BTset(1084,920,145);
BTset(1085,920,210);
BTset(1086,920,210);
BTset(1087,920,210);
BTset(1088,920,210);
BTset(1089,920,210);
BTset(1090,920,210);
BTset(1091,920,210);
BTset(1092,920,210);
BTset(1093,920,210);
BTset(1094,920,210);
BTset(1095,920,210);
BTset(1096,920,210);
BTset(1097,920,210);
BTset(1098,920,210);
BTset(1099,920,210);
BTset(1100,920,210);
BTset(1101,920,210);
BTset(1102,920,210);
BTset(1103,920,210);
BTset(1104,920,210);
BTset(1105,920,210);
BTset(1106,920,210);
BTset(1107,920,210);
BTset(1108,920,210);
BTset(1109,920,210);
BTset(1110,920,210);
BTset(1111,920,210);
BTset(1112,920,210);
BTset(1113,920,210);
BTset(1114,920,210);
BTset(1115,920,210);
BTset(1116,920,210);
BTset(1117,920,210);
BTset(1118,920,210);
BTset(1119,920,210);
BTset(1120,920,210);
BTset(1121,920,210);
BTset(1122,920,210);
BTset(1123,920,210);
BTset(1124,920,210);
BTset(1125,920,210);
BTset(1126,920,210);
BTset(1127,920,210);
BTset(1128,920,210);
BTset(1129,920,210);
BTset(1130,920,210);
BTset(1131,920,210);
BTset(1132,920,210);
BTset(1133,920,210);
BTset(1134,920,210);
BTset(1135,920,210);
BTset(1136,920,210);
BTset(1137,920,210);
BTset(1138,920,210);
BTset(1139,920,210);
BTset(1140,920,145);
BTset(1141,920,210);
BTset(1142,920,210);
BTset(1143,920,210);
BTset(1144,920,145);
BTset(1145,920,247);
BTset(1146,920,108);
BTset(1147,920,248);
BTset(1148,920,244);
BTset(1149,920,240);
BTset(1150,920,250);
BTset(1151,920,108);
BTset(1152,920,108);
BTset(1153,920,111);
BTset(1154,920,108);
BTset(1155,920,108);
BTset(1156,920,108);
BTset(1157,920,110);
BTset(1158,920,108);
BTset(1159,920,108);
BTset(1160,920,108);
BTset(1161,920,108);
BTset(1162,920,108);
BTset(1163,920,108);
BTset(1164,920,108);
BTset(1165,920,108);
BTset(1166,920,109);
BTset(1167,920,108);
BTset(1168,920,108);
BTset(1169,920,108);
BTset(1170,920,109);
BTset(1171,920,108);
BTset(1172,920,109);
BTset(1173,920,108);
BTset(1174,920,108);
BTset(1175,920,108);
BTset(1176,920,108);
BTset(1177,920,108);
BTset(1178,920,108);
BTset(1179,920,111);
BTset(1180,920,111);
BTset(1181,920,108);
BTset(1182,920,108);
BTset(1183,920,108);
BTset(1184,920,109);
BTset(1185,920,108);
BTset(1186,920,110);
BTset(1187,920,108);
BTset(1188,920,108);
BTset(1189,920,108);
BTset(1190,920,108);
BTset(1191,920,108);
BTset(1192,920,111);
BTset(1193,920,108);
BTset(1194,920,108);
BTset(1195,920,111);
BTset(1196,920,108);
BTset(1197,920,108);
BTset(1198,920,108);
BTset(1199,920,108);
BTset(1200,920,109);
BTset(1201,920,108);
BTset(1202,920,108);
BTset(1203,920,108);
BTset(1204,920,110);
BTset(1205,920,108);
BTset(1206,920,108);
BTset(1207,920,108);
BTset(1208,920,111);
BTset(1209,920,108);
BTset(1210,920,108);
BTset(1211,920,108);
BTset(1212,920,108);
BTset(1213,920,108);
BTset(1214,920,108);
BTset(1215,920,243);
BTset(1265,920,1);
BTset(1266,920,1);
BTset(1024,921,145);
BTset(1025,921,210);
BTset(1026,921,210);
BTset(1027,921,210);
BTset(1028,921,210);
BTset(1029,921,210);
BTset(1030,921,210);
BTset(1031,921,210);
BTset(1032,921,210);
BTset(1033,921,210);
BTset(1034,921,210);
BTset(1035,921,210);
BTset(1036,921,210);
BTset(1037,921,210);
BTset(1038,921,210);
BTset(1039,921,210);
BTset(1040,921,210);
BTset(1041,921,210);
BTset(1042,921,210);
BTset(1043,921,210);
BTset(1044,921,210);
BTset(1045,921,210);
BTset(1046,921,210);
BTset(1047,921,210);
BTset(1048,921,210);
BTset(1049,921,210);
BTset(1050,921,210);
BTset(1051,921,210);
BTset(1052,921,210);
BTset(1053,921,210);
BTset(1054,921,145);
BTset(1055,921,210);
BTset(1056,921,210);
BTset(1057,921,210);
BTset(1058,921,210);
BTset(1059,921,210);
BTset(1060,921,210);
BTset(1061,921,210);
BTset(1062,921,210);
BTset(1063,921,210);
BTset(1064,921,210);
BTset(1065,921,210);
BTset(1066,921,210);
BTset(1067,921,210);
BTset(1068,921,210);
BTset(1069,921,210);
BTset(1070,921,210);
BTset(1071,921,210);
BTset(1072,921,210);
BTset(1073,921,210);
BTset(1074,921,210);
BTset(1075,921,210);
BTset(1076,921,210);
BTset(1077,921,210);
BTset(1078,921,210);
BTset(1079,921,210);
BTset(1080,921,210);
BTset(1081,921,210);
BTset(1082,921,210);
BTset(1083,921,210);
BTset(1084,921,145);
BTset(1085,921,210);
BTset(1086,921,210);
BTset(1087,921,210);
BTset(1088,921,210);
BTset(1089,921,210);
BTset(1090,921,210);
BTset(1091,921,210);
BTset(1092,921,210);
BTset(1093,921,210);
BTset(1094,921,210);
BTset(1095,921,210);
BTset(1096,921,210);
BTset(1097,921,210);
BTset(1098,921,210);
BTset(1099,921,210);
BTset(1100,921,210);
BTset(1101,921,210);
BTset(1102,921,210);
BTset(1103,921,210);
BTset(1104,921,210);
BTset(1105,921,210);
BTset(1106,921,210);
BTset(1107,921,210);
BTset(1108,921,210);
BTset(1109,921,210);
BTset(1110,921,210);
BTset(1111,921,210);
BTset(1112,921,210);
BTset(1113,921,210);
BTset(1114,921,210);
BTset(1115,921,210);
BTset(1116,921,210);
BTset(1117,921,210);
BTset(1118,921,210);
BTset(1119,921,210);
BTset(1120,921,210);
BTset(1121,921,210);
BTset(1122,921,210);
BTset(1123,921,210);
BTset(1124,921,210);
BTset(1125,921,210);
BTset(1126,921,210);
BTset(1127,921,210);
BTset(1128,921,210);
BTset(1129,921,210);
BTset(1130,921,210);
BTset(1131,921,210);
BTset(1132,921,210);
BTset(1133,921,210);
BTset(1134,921,210);
BTset(1135,921,210);
BTset(1136,921,210);
BTset(1137,921,210);
BTset(1138,921,210);
BTset(1139,921,210);
BTset(1140,921,145);
BTset(1141,921,210);
BTset(1142,921,210);
BTset(1143,921,210);
BTset(1144,921,145);
BTset(1145,921,247);
BTset(1146,921,108);
BTset(1147,921,243);
BTset(1148,921,240);
BTset(1149,921,250);
BTset(1150,921,108);
BTset(1151,921,109);
BTset(1152,921,108);
BTset(1153,921,110);
BTset(1154,921,108);
BTset(1155,921,108);
BTset(1156,921,108);
BTset(1157,921,108);
BTset(1158,921,108);
BTset(1159,921,108);
BTset(1160,921,110);
BTset(1161,921,108);
BTset(1162,921,108);
BTset(1163,921,109);
BTset(1164,921,108);
BTset(1165,921,108);
BTset(1166,921,108);
BTset(1167,921,109);
BTset(1168,921,108);
BTset(1169,921,108);
BTset(1170,921,108);
BTset(1171,921,109);
BTset(1172,921,108);
BTset(1173,921,110);
BTset(1174,921,108);
BTset(1175,921,108);
BTset(1176,921,111);
BTset(1177,921,108);
BTset(1178,921,108);
BTset(1179,921,248);
BTset(1180,921,245);
BTset(1181,921,245);
BTset(1182,921,245);
BTset(1183,921,245);
BTset(1184,921,249);
BTset(1185,921,108);
BTset(1186,921,109);
BTset(1187,921,108);
BTset(1188,921,111);
BTset(1189,921,108);
BTset(1190,921,111);
BTset(1191,921,108);
BTset(1192,921,108);
BTset(1193,921,108);
BTset(1194,921,111);
BTset(1195,921,108);
BTset(1196,921,110);
BTset(1197,921,109);
BTset(1198,921,108);
BTset(1199,921,248);
BTset(1200,921,245);
BTset(1201,921,245);
BTset(1202,921,249);
BTset(1203,921,108);
BTset(1204,921,108);
BTset(1205,921,111);
BTset(1206,921,108);
BTset(1207,921,111);
BTset(1208,921,108);
BTset(1209,921,108);
BTset(1210,921,108);
BTset(1211,921,109);
BTset(1212,921,108);
BTset(1213,921,110);
BTset(1214,921,108);
BTset(1215,921,243);
BTset(1265,921,1);
BTset(1266,921,1);
BTset(1024,922,145);
BTset(1025,922,210);
BTset(1026,922,210);
BTset(1027,922,210);
BTset(1028,922,210);
BTset(1029,922,210);
BTset(1030,922,210);
BTset(1031,922,210);
BTset(1032,922,210);
BTset(1033,922,210);
BTset(1034,922,210);
BTset(1035,922,210);
BTset(1036,922,210);
BTset(1037,922,210);
BTset(1038,922,210);
BTset(1039,922,210);
BTset(1040,922,210);
BTset(1041,922,210);
BTset(1042,922,210);
BTset(1043,922,210);
BTset(1044,922,210);
BTset(1045,922,210);
BTset(1046,922,210);
BTset(1047,922,210);
BTset(1048,922,210);
BTset(1049,922,210);
BTset(1050,922,210);
BTset(1051,922,210);
BTset(1052,922,210);
BTset(1053,922,210);
BTset(1054,922,145);
BTset(1055,922,210);
BTset(1056,922,210);
BTset(1057,922,210);
BTset(1058,922,210);
BTset(1059,922,210);
BTset(1060,922,210);
BTset(1061,922,210);
BTset(1062,922,210);
BTset(1063,922,210);
BTset(1064,922,210);
BTset(1065,922,210);
BTset(1066,922,210);
BTset(1067,922,210);
BTset(1068,922,210);
BTset(1069,922,210);
BTset(1070,922,210);
BTset(1071,922,210);
BTset(1072,922,210);
BTset(1073,922,210);
BTset(1074,922,210);
BTset(1075,922,210);
BTset(1076,922,210);
BTset(1077,922,210);
BTset(1078,922,210);
BTset(1079,922,210);
BTset(1080,922,210);
BTset(1081,922,210);
BTset(1082,922,210);
BTset(1083,922,210);
BTset(1084,922,145);
BTset(1085,922,210);
BTset(1086,922,210);
BTset(1087,922,210);
BTset(1088,922,146);
BTset(1089,922,144);
BTset(1090,922,144);
BTset(1091,922,146);
BTset(1092,922,144);
BTset(1093,922,144);
BTset(1094,922,144);
BTset(1095,922,144);
BTset(1096,922,144);
BTset(1097,922,144);
BTset(1098,922,144);
BTset(1099,922,144);
BTset(1100,922,144);
BTset(1101,922,144);
BTset(1102,922,144);
BTset(1103,922,144);
BTset(1104,922,144);
BTset(1105,922,144);
BTset(1106,922,144);
BTset(1107,922,144);
BTset(1108,922,144);
BTset(1109,922,144);
BTset(1110,922,144);
BTset(1111,922,146);
BTset(1112,922,144);
BTset(1113,922,144);
BTset(1114,922,144);
BTset(1115,922,144);
BTset(1116,922,144);
BTset(1117,922,144);
BTset(1118,922,144);
BTset(1119,922,146);
BTset(1120,922,144);
BTset(1121,922,144);
BTset(1122,922,144);
BTset(1123,922,144);
BTset(1124,922,144);
BTset(1125,922,144);
BTset(1126,922,144);
BTset(1127,922,144);
BTset(1128,922,144);
BTset(1129,922,144);
BTset(1130,922,144);
BTset(1131,922,144);
BTset(1132,922,144);
BTset(1133,922,144);
BTset(1134,922,144);
BTset(1135,922,144);
BTset(1136,922,156);
BTset(1137,922,210);
BTset(1138,922,210);
BTset(1139,922,210);
BTset(1140,922,145);
BTset(1141,922,210);
BTset(1142,922,210);
BTset(1143,922,210);
BTset(1144,922,145);
BTset(1145,922,247);
BTset(1146,922,108);
BTset(1147,922,243);
BTset(1148,922,247);
BTset(1149,922,108);
BTset(1150,922,108);
BTset(1151,922,108);
BTset(1152,922,108);
BTset(1153,922,110);
BTset(1154,922,108);
BTset(1155,922,108);
BTset(1156,922,109);
BTset(1157,922,111);
BTset(1158,922,108);
BTset(1159,922,108);
BTset(1160,922,108);
BTset(1161,922,108);
BTset(1162,922,248);
BTset(1163,922,245);
BTset(1164,922,245);
BTset(1165,922,245);
BTset(1166,922,245);
BTset(1167,922,245);
BTset(1168,922,245);
BTset(1169,922,245);
BTset(1170,922,245);
BTset(1171,922,245);
BTset(1172,922,245);
BTset(1173,922,245);
BTset(1174,922,249);
BTset(1175,922,108);
BTset(1176,922,108);
BTset(1177,922,248);
BTset(1178,922,245);
BTset(1179,922,244);
BTset(1184,922,246);
BTset(1185,922,245);
BTset(1186,922,245);
BTset(1187,922,245);
BTset(1188,922,245);
BTset(1189,922,245);
BTset(1190,922,245);
BTset(1191,922,245);
BTset(1192,922,245);
BTset(1193,922,245);
BTset(1194,922,245);
BTset(1195,922,245);
BTset(1196,922,245);
BTset(1197,922,245);
BTset(1198,922,245);
BTset(1199,922,244);
BTset(1202,922,246);
BTset(1203,922,245);
BTset(1204,922,245);
BTset(1205,922,245);
BTset(1206,922,245);
BTset(1207,922,245);
BTset(1208,922,245);
BTset(1209,922,245);
BTset(1210,922,245);
BTset(1211,922,245);
BTset(1212,922,249);
BTset(1213,922,111);
BTset(1214,922,108);
BTset(1215,922,243);
BTset(1265,922,1);
BTset(1266,922,1);
BTset(1024,923,145);
BTset(1025,923,210);
BTset(1026,923,210);
BTset(1027,923,210);
BTset(1028,923,210);
BTset(1029,923,210);
BTset(1030,923,210);
BTset(1031,923,210);
BTset(1032,923,210);
BTset(1033,923,210);
BTset(1034,923,210);
BTset(1035,923,210);
BTset(1036,923,210);
BTset(1037,923,210);
BTset(1038,923,210);
BTset(1039,923,210);
BTset(1040,923,210);
BTset(1041,923,210);
BTset(1042,923,210);
BTset(1043,923,210);
BTset(1044,923,210);
BTset(1045,923,210);
BTset(1046,923,210);
BTset(1047,923,210);
BTset(1048,923,210);
BTset(1049,923,210);
BTset(1050,923,210);
BTset(1051,923,210);
BTset(1052,923,210);
BTset(1053,923,210);
BTset(1054,923,145);
BTset(1055,923,210);
BTset(1056,923,210);
BTset(1057,923,210);
BTset(1058,923,210);
BTset(1059,923,210);
BTset(1060,923,210);
BTset(1061,923,210);
BTset(1062,923,210);
BTset(1063,923,210);
BTset(1064,923,210);
BTset(1065,923,210);
BTset(1066,923,210);
BTset(1067,923,210);
BTset(1068,923,210);
BTset(1069,923,210);
BTset(1070,923,210);
BTset(1071,923,210);
BTset(1072,923,210);
BTset(1073,923,210);
BTset(1074,923,210);
BTset(1075,923,210);
BTset(1076,923,210);
BTset(1077,923,210);
BTset(1078,923,210);
BTset(1079,923,210);
BTset(1080,923,210);
BTset(1081,923,210);
BTset(1082,923,210);
BTset(1083,923,210);
BTset(1084,923,145);
BTset(1085,923,210);
BTset(1086,923,210);
BTset(1087,923,210);
BTset(1088,923,145);
BTset(1091,923,145);
BTset(1092,923,210);
BTset(1093,923,210);
BTset(1094,923,210);
BTset(1095,923,210);
BTset(1096,923,210);
BTset(1097,923,210);
BTset(1098,923,210);
BTset(1099,923,210);
BTset(1100,923,210);
BTset(1101,923,210);
BTset(1102,923,210);
BTset(1103,923,210);
BTset(1104,923,210);
BTset(1105,923,210);
BTset(1106,923,210);
BTset(1107,923,210);
BTset(1108,923,210);
BTset(1109,923,210);
BTset(1110,923,210);
BTset(1111,923,145);
BTset(1112,923,210);
BTset(1113,923,210);
BTset(1114,923,210);
BTset(1115,923,210);
BTset(1116,923,210);
BTset(1117,923,210);
BTset(1118,923,210);
BTset(1119,923,145);
BTset(1136,923,145);
BTset(1137,923,210);
BTset(1138,923,210);
BTset(1139,923,210);
BTset(1140,923,145);
BTset(1141,923,210);
BTset(1142,923,210);
BTset(1143,923,210);
BTset(1144,923,145);
BTset(1145,923,247);
BTset(1146,923,111);
BTset(1147,923,243);
BTset(1148,923,247);
BTset(1149,923,109);
BTset(1150,923,108);
BTset(1151,923,111);
BTset(1152,923,108);
BTset(1153,923,110);
BTset(1154,923,110);
BTset(1155,923,111);
BTset(1156,923,111);
BTset(1157,923,109);
BTset(1158,923,108);
BTset(1159,923,108);
BTset(1160,923,248);
BTset(1161,923,245);
BTset(1162,923,244);
BTset(1174,923,247);
BTset(1175,923,111);
BTset(1176,923,108);
BTset(1177,923,243);
BTset(1178,923,240);
BTset(1179,923,241);
BTset(1180,923,241);
BTset(1181,923,241);
BTset(1182,923,241);
BTset(1183,923,241);
BTset(1184,923,241);
BTset(1185,923,241);
BTset(1186,923,241);
BTset(1187,923,241);
BTset(1188,923,241);
BTset(1189,923,241);
BTset(1190,923,241);
BTset(1191,923,241);
BTset(1192,923,241);
BTset(1193,923,241);
BTset(1194,923,241);
BTset(1195,923,241);
BTset(1196,923,241);
BTset(1197,923,241);
BTset(1198,923,241);
BTset(1199,923,241);
BTset(1200,923,241);
BTset(1201,923,241);
BTset(1202,923,241);
BTset(1203,923,241);
BTset(1204,923,241);
BTset(1205,923,241);
BTset(1206,923,241);
BTset(1207,923,241);
BTset(1208,923,241);
BTset(1209,923,241);
BTset(1210,923,241);
BTset(1211,923,242);
BTset(1212,923,247);
BTset(1213,923,108);
BTset(1214,923,108);
BTset(1215,923,243);
BTset(1024,924,145);
BTset(1025,924,210);
BTset(1026,924,210);
BTset(1027,924,210);
BTset(1028,924,146);
BTset(1029,924,144);
BTset(1030,924,144);
BTset(1031,924,144);
BTset(1032,924,144);
BTset(1033,924,144);
BTset(1034,924,144);
BTset(1035,924,144);
BTset(1036,924,144);
BTset(1037,924,156);
BTset(1038,924,210);
BTset(1039,924,210);
BTset(1040,924,210);
BTset(1041,924,146);
BTset(1042,924,144);
BTset(1043,924,144);
BTset(1044,924,144);
BTset(1045,924,144);
BTset(1046,924,144);
BTset(1047,924,144);
BTset(1048,924,144);
BTset(1049,924,144);
BTset(1050,924,156);
BTset(1051,924,210);
BTset(1052,924,210);
BTset(1053,924,210);
BTset(1054,924,146);
BTset(1055,924,146);
BTset(1056,924,210);
BTset(1057,924,210);
BTset(1058,924,144);
BTset(1059,924,144);
BTset(1060,924,144);
BTset(1061,924,144);
BTset(1062,924,144);
BTset(1063,924,144);
BTset(1064,924,144);
BTset(1065,924,144);
BTset(1066,924,144);
BTset(1067,924,144);
BTset(1068,924,144);
BTset(1069,924,144);
BTset(1070,924,144);
BTset(1071,924,144);
BTset(1072,924,144);
BTset(1073,924,144);
BTset(1074,924,144);
BTset(1075,924,144);
BTset(1076,924,144);
BTset(1077,924,144);
BTset(1078,924,144);
BTset(1079,924,144);
BTset(1080,924,156);
BTset(1081,924,210);
BTset(1082,924,210);
BTset(1083,924,210);
BTset(1084,924,145);
BTset(1085,924,210);
BTset(1086,924,210);
BTset(1087,924,210);
BTset(1088,924,145);
BTset(1091,924,145);
BTset(1092,924,210);
BTset(1093,924,210);
BTset(1094,924,210);
BTset(1095,924,210);
BTset(1096,924,210);
BTset(1097,924,210);
BTset(1098,924,210);
BTset(1099,924,210);
BTset(1100,924,210);
BTset(1101,924,210);
BTset(1102,924,210);
BTset(1103,924,210);
BTset(1104,924,210);
BTset(1105,924,210);
BTset(1106,924,210);
BTset(1107,924,210);
BTset(1108,924,210);
BTset(1109,924,210);
BTset(1110,924,210);
BTset(1111,924,145);
BTset(1112,924,210);
BTset(1113,924,210);
BTset(1114,924,210);
BTset(1115,924,210);
BTset(1116,924,210);
BTset(1117,924,210);
BTset(1118,924,210);
BTset(1119,924,145);
BTset(1136,924,145);
BTset(1137,924,210);
BTset(1138,924,210);
BTset(1139,924,210);
BTset(1140,924,145);
BTset(1141,924,210);
BTset(1142,924,210);
BTset(1143,924,210);
BTset(1144,924,145);
BTset(1145,924,247);
BTset(1146,924,108);
BTset(1147,924,243);
BTset(1148,924,247);
BTset(1149,924,108);
BTset(1150,924,111);
BTset(1151,924,111);
BTset(1152,924,108);
BTset(1153,924,108);
BTset(1154,924,108);
BTset(1155,924,110);
BTset(1156,924,109);
BTset(1157,924,108);
BTset(1158,924,108);
BTset(1159,924,108);
BTset(1160,924,251);
BTset(1161,924,242);
BTset(1165,924,240);
BTset(1166,924,241);
BTset(1167,924,241);
BTset(1168,924,241);
BTset(1169,924,241);
BTset(1170,924,242);
BTset(1174,924,247);
BTset(1175,924,108);
BTset(1176,924,111);
BTset(1177,924,243);
BTset(1178,924,247);
BTset(1179,924,109);
BTset(1180,924,108);
BTset(1181,924,108);
BTset(1182,924,108);
BTset(1183,924,111);
BTset(1184,924,108);
BTset(1185,924,108);
BTset(1186,924,108);
BTset(1187,924,110);
BTset(1188,924,108);
BTset(1189,924,108);
BTset(1190,924,108);
BTset(1191,924,109);
BTset(1192,924,108);
BTset(1193,924,108);
BTset(1194,924,111);
BTset(1195,924,108);
BTset(1196,924,110);
BTset(1197,924,108);
BTset(1198,924,108);
BTset(1199,924,110);
BTset(1200,924,108);
BTset(1201,924,108);
BTset(1202,924,108);
BTset(1203,924,108);
BTset(1204,924,111);
BTset(1205,924,110);
BTset(1206,924,108);
BTset(1207,924,110);
BTset(1208,924,111);
BTset(1209,924,108);
BTset(1210,924,111);
BTset(1211,924,243);
BTset(1212,924,247);
BTset(1213,924,108);
BTset(1214,924,109);
BTset(1215,924,243);
BTset(1024,925,145);
BTset(1025,925,210);
BTset(1026,925,210);
BTset(1027,925,210);
BTset(1028,925,145);
BTset(1029,925,146);
BTset(1030,925,144);
BTset(1031,925,144);
BTset(1032,925,144);
BTset(1033,925,144);
BTset(1034,925,144);
BTset(1035,925,144);
BTset(1036,925,154);
BTset(1037,925,145);
BTset(1038,925,210);
BTset(1039,925,210);
BTset(1040,925,210);
BTset(1041,925,145);
BTset(1042,925,210);
BTset(1043,925,210);
BTset(1044,925,210);
BTset(1045,925,210);
BTset(1046,925,210);
BTset(1047,925,210);
BTset(1048,925,210);
BTset(1049,925,210);
BTset(1050,925,145);
BTset(1051,925,210);
BTset(1052,925,210);
BTset(1053,925,210);
BTset(1054,925,145);
BTset(1055,925,145);
BTset(1056,925,210);
BTset(1057,925,210);
BTset(1058,925,210);
BTset(1059,925,210);
BTset(1060,925,210);
BTset(1061,925,210);
BTset(1062,925,210);
BTset(1063,925,210);
BTset(1064,925,210);
BTset(1065,925,210);
BTset(1066,925,210);
BTset(1067,925,210);
BTset(1068,925,210);
BTset(1069,925,210);
BTset(1070,925,210);
BTset(1071,925,210);
BTset(1072,925,210);
BTset(1073,925,210);
BTset(1074,925,210);
BTset(1075,925,210);
BTset(1076,925,210);
BTset(1077,925,210);
BTset(1078,925,210);
BTset(1079,925,210);
BTset(1080,925,145);
BTset(1081,925,210);
BTset(1082,925,210);
BTset(1083,925,210);
BTset(1084,925,145);
BTset(1085,925,210);
